,age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numcompaniesworked,overtime,performancerating,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
164,34,No,Travel Rarely,Research & Development,19,3,Life Sciences,165,2,Male,2,1,Research Scientist,4,Married,1,No,3,2,0,3,3,10,8,7,1989,29290.0,Sí
165,43,No,No Travel,Sales,2,3,Other,166,4,Female,3,2,Sales Executive,4,Unknown,1,Yes,3,1,1,3,3,10,8,8,1980,53914.11,No
166,58,No,No Travel,Sales,2,3,Medical,167,2,Female,3,4,Manager,2,Divorced,4,No,4,4,1,0,2,16,14,14,1965,153407.07,Sí
167,36,No,Travel Rarely,Sales,14,4,Other,168,14,Male,2,2,Sales Executive,3,Married,1,Yes,3,1,1,4,3,10,1,7,1987,53914.11,No
168,43,No,Travel Rarely,Research & Development,11,3,Life Sciences,169,1,Female,3,3,Healthcare Representative,3,Married,1,Unknown,3,2,1,1,3,10,0,9,1980,100071.84,Sí
169,55,No,No Travel,Sales,26,4,Human Resources,170,3,Female,4,5,Manager,2,Married,4,Yes,3,1,1,0,3,10,1,4,1968,191324.62,Sí
170,42,No,No Travel,Research & Development,23,2,Other,171,4,Female,2,2,Research Scientist,3,Single,1,Unknown,3,4,0,2,3,20,3,7,1981,53914.11,Sí
171,40,No,No Travel,Research & Development,11,3,Technical Degree,172,4,Male,3,2,Laboratory Technician,3,Married,1,Unknown,3,1,1,2,4,10,9,4,1983,53914.08,Sí
172,56,Yes,No Travel,Research & Development,7,2,Technical Degree,173,4,Female,3,1,Laboratory Technician,3,Married,8,No,3,4,1,4,1,10,9,8,1967,28111.13,Sí
173,39,No,Travel Rarely,Sales,33,1,Marketing,174,33,Male,2,4,Sales Executive,4,Unknown,0,Unknown,3,1,1,2,2,20,9,6,1984,120310.0,Sí
174,53,No,Travel Rarely,Sales,2,4,Life Sciences,175,1,Male,2,4,Manager,4,Married,2,No,3,3,0,3,3,25,3,7,1970,154270.0,Sí
175,27,No,Travel Frequently,Sales,8,3,Other,176,4,Female,3,3,Sales Executive,3,Single,1,No,3,4,0,0,3,9,1,7,1996,100071.84,No
176,30,No,Travel Frequently,Research & Development,1,2,Other,177,3,Male,3,2,Laboratory Technician,4,Unknown,1,Unknown,4,4,0,2,3,12,3,7,1993,53914.11,Sí
177,35,No,No Travel,Sales,18,5,Life Sciences,178,2,Female,3,3,Sales Executive,1,Married,1,Unknown,4,4,1,3,2,9,1,8,1988,100071.84,Sí
178,32,No,Travel Rarely,Research & Development,1,3,Medical,179,1,Female,3,2,Manufacturing Director,4,Married,1,Yes,4,2,1,3,3,9,7,8,1991,61620.0,Sí
179,30,No,Travel Rarely,Research & Development,1,1,Life Sciences,180,4,Female,2,2,Laboratory Technician,4,Married,1,Unknown,3,3,2,1,3,10,3,0,1993,51260.0,No
180,46,Yes,No Travel,Sales,9,2,Medical,181,3,Female,2,3,Sales Executive,4,Unknown,1,No,3,4,0,3,3,9,4,7,1977,96190.0,No
181,30,No,Travel Rarely,Sales,4,2,Other,182,3,Male,2,2,Sales Executive,2,Unknown,1,Yes,3,2,3,4,2,11,2,7,1993,53914.11,No
182,32,No,No Travel,Sales,6,4,Other,183,2,Female,3,2,Sales Executive,3,Single,1,No,3,1,0,0,3,11,5,7,1991,50100.0,Sí
183,35,No,Travel Rarely,Sales,37,5,Marketing,184,3,Female,3,3,Sales Executive,2,Married,1,Unknown,3,1,2,3,3,10,0,6,1988,100071.84,No
184,32,No,No Travel,Sales,8,3,Marketing,185,2,Male,3,3,Sales Executive,4,Single,1,Unknown,3,4,0,2,3,9,3,7,1991,100071.84,Sí
185,41,No,Travel Rarely,Research & Development,34,3,Life Sciences,186,1,Female,3,1,Research Scientist,3,Divorced,4,No,3,1,1,2,3,9,1,8,1982,28111.13,Sí
186,40,No,Travel Rarely,Sales,4,1,Medical,187,4,Male,3,5,Manager,3,Unknown,1,No,3,2,1,2,3,20,9,9,1983,190330.0,No
187,45,No,No Travel,Sales,2,2,Other,188,1,Female,2,4,Manager,4,Married,9,No,4,4,1,1,3,20,11,8,1978,153407.04,Sí
188,32,Yes,Travel Rarely,Sales,4,4,Other,189,4,Female,1,3,Sales Executive,4,Married,1,No,3,3,0,2,2,14,9,8,1991,104000.0,No
189,30,No,No Travel,Research & Development,1,1,Life Sciences,190,3,Female,2,3,Manufacturing Director,3,Unknown,1,No,4,3,0,2,3,11,5,8,1993,100071.84,Sí
190,37,No,No Travel,Research & Development,11,3,Other,191,2,Female,3,3,Research Director,4,Unknown,1,Unknown,3,3,3,1,3,10,0,7,1986,100071.84,Sí
191,37,No,No Travel,Sales,4,4,Other,192,1,Female,3,1,Sales Representative,4,Divorced,4,No,3,3,1,2,3,9,5,8,1986,27930.0,No
192,40,No,No Travel,Research & Development,24,2,Technical Degree,193,1,Female,3,2,Research Scientist,4,Unknown,1,No,3,1,2,3,3,9,4,7,1983,53914.08,No
193,36,No,No Travel,Research & Development,24,4,Other,194,2,Male,3,2,Laboratory Technician,2,Married,7,Unknown,3,3,1,3,3,9,0,8,1987,56740.0,Sí
194,32,No,Travel Rarely,Sales,7,3,Life Sciences,195,4,Female,2,2,Sales Executive,3,Married,1,Unknown,3,3,1,3,2,13,4,8,1991,53914.11,Sí
195,38,No,No Travel,Research & Development,25,2,Life Sciences,196,1,Male,2,3,Research Director,2,Unknown,3,Unknown,3,3,1,2,3,10,0,1,1985,100071.84,Sí
196,30,No,Travel Rarely,Research & Development,28,2,Other,197,4,Male,3,2,Research Scientist,4,Married,1,No,3,4,2,2,3,10,1,9,1993,53914.11,Sí
197,39,No,No Travel,Sales,1,1,Other,198,2,Female,3,5,Manager,3,Unknown,1,Unknown,3,3,1,3,3,21,1,6,1984,191970.0,Sí
198,60,No,No Travel,Sales,7,3,Life Sciences,199,1,Male,3,5,Manager,1,Unknown,5,No,3,4,0,5,1,29,11,10,1963,191324.62,Sí
199,30,No,No Travel,Sales,22,4,Other,200,3,Male,3,3,Sales Executive,1,Unknown,0,Unknown,3,3,0,3,3,9,7,8,1993,84120.0,Sí
200,31,No,Travel Rarely,Research & Development,9,1,Other,201,3,Female,3,3,Manufacturing Director,2,Divorced,1,No,4,4,1,6,4,13,0,8,1992,100071.84,Sí
201,33,Yes,No Travel,Research & Development,3,3,Life Sciences,202,1,Female,3,1,Research Scientist,1,Single,1,Yes,3,1,0,3,3,10,9,7,1990,33480.0,No
202,50,No,No Travel,Research & Development,28,1,Medical,203,4,Female,4,1,Laboratory Technician,3,Married,1,Yes,3,3,3,3,3,20,3,8,1973,28111.08,Sí
203,32,No,No Travel,Research & Development,24,4,Life Sciences,204,1,Female,3,2,Laboratory Technician,4,Unknown,1,No,3,4,2,2,3,10,4,7,1991,53090.0,Sí
204,42,No,No Travel,Research & Development,29,3,Other,205,2,Female,3,2,Manufacturing Director,2,Unknown,1,Unknown,3,4,1,3,2,9,7,8,1981,53914.08,Sí
205,49,Yes,No Travel,Sales,11,3,Marketing,206,3,Male,3,3,Sales Executive,4,Married,1,No,3,1,2,3,4,9,7,7,1974,76540.0,No
206,27,No,No Travel,Research & Development,5,1,Other,207,3,Female,2,3,Research Director,4,Divorced,1,Unknown,3,2,1,3,3,9,0,8,1996,128080.0,Sí
207,33,No,Travel Rarely,Sales,1,3,Medical,208,1,Female,4,2,Sales Executive,1,Divorced,1,Unknown,3,1,1,5,3,9,0,8,1990,53914.11,Sí
208,52,No,No Travel,Research & Development,26,4,Other,209,3,Male,2,4,Manufacturing Director,4,Married,3,No,4,3,0,3,3,9,0,0,1971,153407.07,No
209,32,No,No Travel,Sales,5,2,Life Sciences,210,2,Female,3,2,Sales Executive,2,Unknown,1,No,3,4,1,3,3,10,5,3,1991,53914.11,Sí
210,36,No,No Travel,Research & Development,14,1,Life Sciences,211,3,Female,3,2,Healthcare Representative,4,Unknown,0,Unknown,3,1,1,2,2,16,4,11,1987,65860.0,No
211,31,No,No Travel,Sales,20,2,Other,212,4,Male,3,2,Sales Executive,3,Unknown,1,Unknown,3,4,1,2,2,9,0,0,1992,53914.11,No
212,36,No,Travel Rarely,Research & Development,2,4,Medical,213,3,Female,3,1,Laboratory Technician,3,Single,4,No,4,3,0,6,3,11,3,9,1987,25190.0,Sí
213,52,No,No Travel,Sales,1,2,Life Sciences,214,4,Female,3,4,Manager,4,Married,2,Unknown,3,2,1,2,3,9,7,8,1971,170990.0,Sí
214,33,No,No Travel,Sales,17,3,Other,215,4,Female,3,4,Manager,3,Single,1,Unknown,3,4,0,2,3,10,6,0,1990,153407.07,No
215,45,No,No Travel,Research & Development,23,2,Life Sciences,216,4,Female,3,2,Laboratory Technician,1,Unknown,1,Yes,3,3,1,2,3,9,0,8,1978,53914.11,Sí
216,36,No,Travel Rarely,Research & Development,12,5,Other,217,4,Male,2,3,Manufacturing Director,4,Unknown,0,Unknown,3,2,0,2,2,14,7,8,1987,100071.84,Sí
217,49,No,No Travel,Sales,8,4,Other,218,4,Female,2,4,Sales Executive,2,Unknown,6,Unknown,3,2,1,3,3,9,2,3,1974,131200.0,No
218,29,Yes,No Travel,Sales,23,1,Other,219,4,Male,2,3,Sales Executive,1,Unknown,1,Unknown,3,1,1,3,1,11,3,10,1994,100071.84,Sí
219,29,No,No Travel,Research & Development,6,1,Other,220,2,Male,3,1,Laboratory Technician,4,Married,1,Unknown,3,1,1,5,3,10,0,8,1994,31310.04,No
220,37,No,No Travel,Research & Development,1,3,Life Sciences,221,4,Male,2,2,Manufacturing Director,4,Married,1,Unknown,3,2,1,2,2,14,3,11,1986,53914.11,Sí
221,33,No,Travel Rarely,Sales,10,5,Other,222,4,Female,4,3,Sales Executive,3,Unknown,0,Unknown,3,4,2,3,3,9,0,8,1990,100071.84,Sí
222,34,No,Travel Frequently,Research & Development,19,3,Medical,223,3,Male,3,2,Laboratory Technician,2,Divorced,4,No,3,3,2,2,4,11,5,10,1989,44440.0,Sí
223,28,No,No Travel,Research & Development,1,3,Other,224,3,Male,1,2,Laboratory Technician,4,Married,0,No,3,1,3,6,3,9,7,5,1995,66740.04000000001,Sí
224,31,No,No Travel,Sales,2,4,Other,225,4,Male,3,3,Sales Executive,3,Unknown,1,Yes,3,1,1,5,2,10,9,6,1992,98520.0,Sí
225,42,No,No Travel,Sales,2,1,Life Sciences,226,3,Female,3,4,Manager,3,Unknown,0,Yes,3,4,0,3,2,20,2,10,1981,178610.0,No
226,40,No,Travel Rarely,Research & Development,2,3,Life Sciences,227,3,Female,3,2,Research Scientist,4,Single,1,Unknown,3,3,0,4,3,9,8,8,1983,53914.11,Sí
227,34,No,No Travel,Sales,15,2,Medical,228,3,Male,3,2,Sales Executive,1,Single,1,Unknown,3,4,0,6,4,10,9,6,1989,53914.08,Sí
228,58,No,Travel Rarely,Research & Development,1,3,Other,229,4,Male,3,5,Research Director,1,Unknown,3,Unknown,4,3,1,3,3,9,1,5,1965,191324.62,No
229,31,Yes,Travel Frequently,Research & Development,1,5,Other,230,3,Male,4,3,Manufacturing Director,2,Unknown,1,Unknown,3,1,0,2,3,10,4,7,1992,74460.0,Sí
230,40,No,No Travel,Research & Development,8,1,Other,231,4,Female,2,3,Research Director,2,Unknown,2,No,3,3,1,5,3,9,4,8,1983,137570.0,Sí
231,53,No,No Travel,Research & Development,2,3,Medical,232,4,Female,4,4,Research Director,2,Single,4,No,3,2,0,2,2,9,8,8,1970,165980.0,Sí
232,34,No,No Travel,Research & Development,15,3,Other,233,2,Female,3,4,Research Director,1,Unknown,7,Unknown,3,4,2,3,2,14,6,9,1989,153407.07,Sí
233,35,No,Travel Rarely,Research & Development,16,3,Life Sciences,234,4,Male,2,3,Healthcare Representative,2,Single,1,No,3,4,0,3,1,11,3,3,1988,100071.84,Sí
234,37,No,No Travel,Research & Development,13,3,Other,235,1,Female,3,2,Research Scientist,4,Married,1,Unknown,3,1,0,2,3,10,3,7,1986,42850.0,Sí
235,42,No,Travel Frequently,Research & Development,2,3,Other,236,4,Female,3,3,Healthcare Representative,4,Unknown,2,Yes,3,3,1,3,1,20,13,9,1981,101240.0,Sí
236,45,No,No Travel,Research & Development,1,4,Other,237,1,Female,3,3,Healthcare Representative,2,Divorced,1,Unknown,3,1,3,4,3,10,7,7,1978,100071.84,Sí
237,30,Yes,Travel Rarely,Sales,1,3,Other,238,2,Female,2,2,Sales Executive,1,Married,1,No,3,4,1,4,3,10,6,7,1993,97140.0,Sí
238,38,No,Travel Rarely,Sales,14,3,Life Sciences,239,3,Female,3,2,Sales Executive,2,Married,0,Unknown,3,4,1,3,3,9,7,7,1985,99240.0,Sí
239,50,No,No Travel,Research & Development,20,5,Medical,240,2,Female,3,4,Healthcare Representative,3,Unknown,2,Unknown,3,3,1,3,3,30,12,13,1973,112450.0,No
240,39,No,Travel Rarely,Research & Development,3,2,Other,241,3,Female,2,2,Laboratory Technician,3,Unknown,0,Unknown,3,4,1,3,3,10,0,7,1984,30690.0,Sí
241,34,No,Travel Rarely,Research & Development,3,3,Other,242,4,Male,3,2,Research Scientist,2,Unknown,1,No,3,3,1,2,3,11,7,9,1989,53914.11,Sí
242,54,No,Travel Rarely,Sales,22,5,Other,243,2,Male,3,4,Manager,3,Unknown,3,Unknown,4,3,1,6,3,10,4,7,1969,153407.07,Sí
243,41,No,Travel Rarely,Sales,6,3,Marketing,244,4,Female,3,3,Sales Executive,3,Unknown,1,No,3,2,0,3,3,10,8,7,1982,92410.0,No
244,39,No,No Travel,Research & Development,1,3,Life Sciences,245,4,Female,3,2,Laboratory Technician,4,Married,1,Unknown,3,4,1,2,3,9,5,8,1984,64720.0,Sí
245,40,No,Travel Rarely,Sales,7,4,Other,246,2,Female,3,5,Manager,2,Unknown,1,No,3,2,0,3,2,21,12,8,1983,191324.62,No
246,33,No,No Travel,Research & Development,4,3,Technical Degree,247,4,Female,3,2,Research Scientist,2,Unknown,5,No,3,4,2,2,2,9,1,7,1990,30550.0,Sí
247,36,No,No Travel,Research & Development,10,3,Life Sciences,248,4,Female,3,3,Healthcare Representative,1,Unknown,7,Unknown,3,4,1,1,3,12,5,7,1987,83210.0,No
248,33,No,No Travel,Research & Development,8,4,Life Sciences,249,4,Female,4,1,Research Scientist,1,Married,6,No,3,2,1,1,3,10,7,6,1990,31430.0,Sí
249,34,No,Travel Rarely,Sales,8,2,Other,250,2,Female,4,2,Sales Executive,3,Unknown,1,No,4,3,2,5,3,10,4,8,1989,53914.08,No
250,29,No,Travel Frequently,Research & Development,46,1,Medical,251,4,Female,3,1,Laboratory Technician,4,Married,1,No,3,2,0,3,4,11,3,10,1994,28111.13,No
251,46,No,Travel Rarely,Research & Development,2,2,Life Sciences,252,4,Female,3,3,Manufacturing Director,4,Divorced,3,Unknown,3,3,1,4,2,9,4,7,1977,85780.0,Sí
252,27,No,Travel Rarely,Sales,23,1,Medical,253,2,Male,2,2,Sales Representative,3,Married,1,No,4,4,1,5,3,9,5,8,1996,53914.11,No
253,31,No,No Travel,Research & Development,36,3,Life Sciences,254,2,Female,3,2,Laboratory Technician,3,Divorced,1,No,3,1,1,2,3,10,0,2,1992,41970.0,No
254,45,No,Travel Rarely,Research & Development,25,2,Life Sciences,255,2,Male,2,2,Manufacturing Director,4,Unknown,0,No,3,4,2,2,2,9,3,8,1978,53914.08,Sí
255,34,No,Travel Rarely,Sales,1,3,Marketing,256,1,Female,3,3,Sales Executive,4,Unknown,1,No,4,1,0,3,2,14,2,1,1989,98880.0,No
256,31,No,No Travel,Research & Development,1,3,Life Sciences,257,4,Female,1,2,Research Scientist,1,Married,1,Unknown,3,2,0,6,3,10,8,7,1992,53914.11,Sí
257,35,No,No Travel,Sales,7,4,Other,258,3,Male,3,2,Sales Executive,4,Unknown,1,Yes,3,4,0,2,3,10,0,9,1988,53914.11,No
258,39,No,Travel Rarely,Sales,15,4,Marketing,259,2,Female,3,4,Sales Executive,1,Single,0,No,3,1,0,3,3,20,11,10,1984,133410.0,No
259,40,No,Travel Rarely,Sales,2,2,Marketing,260,2,Male,3,2,Sales Executive,2,Married,3,No,3,3,1,4,3,11,5,10,1983,56769.96,Sí
260,30,No,Travel Rarely,Research & Development,1,2,Medical,261,4,Female,3,1,Laboratory Technician,2,Married,1,No,3,3,0,6,2,12,1,7,1993,28111.08,No
261,47,No,No Travel,Research & Development,1,1,Other,262,3,Male,3,3,Research Director,2,Married,0,No,3,1,2,3,1,13,5,12,1976,100071.84,Sí
262,52,No,No Travel,Sales,29,4,Other,263,1,Female,3,1,Sales Representative,4,Divorced,2,Unknown,3,2,2,3,3,9,0,0,1971,28111.13,Sí
263,49,No,Travel Frequently,Research & Development,8,1,Other,264,3,Female,2,2,Research Scientist,2,Married,1,No,4,4,1,3,3,10,1,7,1974,53914.11,Sí
264,33,No,Travel Frequently,Research & Development,19,4,Life Sciences,265,19,Male,3,1,Research Scientist,3,Married,1,Unknown,3,3,0,3,3,8,3,0,1990,29090.0,Sí
265,32,No,No Travel,Research & Development,2,2,Life Sciences,266,4,Female,3,1,Laboratory Technician,4,Unknown,0,Unknown,3,3,0,2,2,7,3,6,1991,28111.13,Sí
266,38,No,Travel Frequently,Research & Development,23,3,Other,267,4,Female,2,3,Manufacturing Director,3,Unknown,0,No,4,2,0,2,3,9,1,8,1985,95260.0,Sí
267,36,No,Travel Rarely,Research & Development,27,3,Medical,268,3,Female,3,2,Healthcare Representative,3,Unknown,6,Unknown,3,2,2,3,2,7,7,7,1987,53914.11,Sí
268,42,No,No Travel,Sales,8,4,Other,269,3,Female,3,2,Sales Executive,2,Unknown,0,Unknown,3,4,1,2,3,9,4,2,1981,68250.0,No
269,31,No,No Travel,Research & Development,7,4,Life Sciences,270,4,Female,3,2,Laboratory Technician,4,Divorced,3,No,4,4,1,3,2,7,1,7,1992,53914.11,No
270,31,No,Travel Rarely,Research & Development,8,4,Other,271,3,Male,3,2,Manufacturing Director,4,Single,1,No,4,4,0,2,3,11,1,8,1992,44240.0,No
271,51,No,No Travel,Sales,21,4,Marketing,272,3,Female,3,2,Sales Executive,4,Unknown,0,Unknown,4,4,0,2,1,10,1,0,1972,54410.04,Sí
272,34,Yes,Travel Frequently,Research & Development,7,3,Other,273,1,Female,1,2,Laboratory Technician,3,Unknown,1,Yes,4,4,0,3,3,9,0,6,1989,60740.0,Sí
273,36,No,No Travel,Sales,11,2,Technical Degree,274,2,Male,3,3,Sales Executive,4,Unknown,0,No,3,3,1,6,3,9,2,8,1987,100071.84,No
274,30,No,Travel Frequently,Research & Development,23,3,Other,275,1,Female,1,1,Research Scientist,3,Divorced,1,No,4,3,3,2,2,10,0,9,1993,28111.13,No
275,33,No,No Travel,Sales,12,2,Other,276,12,Female,3,2,Sales Executive,2,Married,0,Unknown,3,1,1,2,4,7,0,7,1990,61460.0,Sí
276,31,Yes,No Travel,Sales,6,4,Life Sciences,277,2,Female,1,2,Sales Executive,3,Married,4,Unknown,3,2,0,3,2,7,7,7,1992,61720.0,No
277,41,No,Travel Rarely,Sales,23,1,Other,278,3,Female,3,3,Sales Executive,3,Divorced,3,Yes,3,3,1,2,3,9,0,7,1982,100071.84,No
278,26,No,Travel Rarely,Human Resources,25,1,Other,279,3,Male,3,1,Human Resources,3,Unknown,1,Unknown,4,4,1,3,3,8,5,7,1997,28111.08,Sí
279,32,No,No Travel,Sales,9,2,Other,280,4,Female,1,2,Sales Executive,4,Divorced,0,No,3,4,3,2,4,8,0,7,1991,46680.0,Sí
280,40,No,Travel Frequently,Research & Development,26,3,Other,281,2,Male,3,2,Research Scientist,2,Divorced,1,No,3,1,1,2,3,20,2,13,1983,56050.0,No
281,53,No,Travel Rarely,Sales,6,2,Marketing,282,2,Female,3,2,Sales Representative,3,Unknown,2,Yes,4,4,1,3,1,7,4,5,1970,53914.11,Sí
282,29,No,No Travel,Research & Development,1,1,Technical Degree,283,4,Female,3,2,Manufacturing Director,3,Married,1,Unknown,3,1,1,1,3,10,0,9,1994,43190.0,No
283,36,No,Travel Frequently,Research & Development,3,2,Other,284,4,Female,3,1,Laboratory Technician,2,Unknown,4,No,3,3,0,3,2,8,7,2,1987,28111.13,Sí
284,33,No,Travel Rarely,Research & Development,14,3,Other,285,4,Male,3,1,Research Scientist,2,Unknown,1,Unknown,3,4,1,5,3,8,1,6,1990,28111.13,Sí
285,51,No,Travel Rarely,Research & Development,3,3,Other,286,4,Male,3,4,Healthcare Representative,2,Single,3,Unknown,3,3,0,6,3,7,1,0,1972,153407.07,No
286,27,No,Travel Rarely,Research & Development,9,3,Medical,287,4,Male,3,1,Research Scientist,2,Single,1,No,3,4,0,2,2,7,0,3,1996,28111.13,No
287,37,No,No Travel,Research & Development,21,3,Life Sciences,288,2,Female,4,1,Research Scientist,1,Unknown,1,Yes,3,1,1,3,2,8,1,7,1986,35640.0,Sí
288,38,No,No Travel,Research & Development,29,3,Other,289,4,Female,3,2,Manufacturing Director,4,Married,3,No,3,1,1,3,1,7,1,7,1985,62610.0,Sí
289,49,No,No Travel,Research & Development,18,4,Other,290,4,Female,3,2,Manufacturing Director,4,Divorced,1,Yes,3,1,2,0,3,7,1,7,1974,68040.0,No
290,27,No,No Travel,Sales,20,3,Life Sciences,291,4,Male,3,2,Sales Executive,3,Single,1,Unknown,3,4,0,2,3,7,0,7,1996,53914.11,No
291,45,No,No Travel,Sales,6,3,Medical,292,4,Male,2,3,Sales Executive,4,Single,6,Unknown,3,4,0,2,3,19,12,8,1978,100071.84,Sí
292,35,No,No Travel,Sales,1,3,Other,293,3,Male,3,3,Sales Executive,3,Single,1,No,3,1,0,3,4,10,0,8,1988,100071.84,Sí
293,33,Yes,Travel Rarely,Research & Development,2,2,Other,294,1,Male,3,1,Laboratory Technician,1,Unknown,7,No,3,1,0,3,4,9,1,7,1990,28111.13,Sí
294,52,No,No Travel,Sales,2,4,Life Sciences,295,1,Female,2,5,Manager,3,Unknown,1,Yes,3,4,0,2,4,33,15,12,1971,191324.62,Sí
295,40,No,No Travel,Research & Development,2,2,Medical,296,1,Female,3,5,Research Director,3,Unknown,0,No,3,4,1,5,3,21,3,9,1983,194360.0,Sí
296,38,No,No Travel,Sales,2,2,Life Sciences,297,4,Female,2,2,Sales Executive,4,Unknown,3,No,3,4,1,0,3,8,7,5,1985,53914.11,Sí
297,46,No,No Travel,Sales,27,3,Other,298,27,Male,1,4,Manager,2,Married,3,Yes,3,2,1,2,2,7,7,7,1977,153407.07,No
298,45,No,Travel Rarely,Research & Development,20,2,Medical,299,3,Female,3,4,Healthcare Representative,4,Married,0,Yes,3,2,0,2,3,20,4,10,1978,153407.07,Sí
299,47,Yes,No Travel,Sales,10,4,Life Sciences,300,1,Female,3,3,Manager,2,Married,1,Unknown,3,4,1,2,2,10,9,9,1976,100071.84,Sí
300,35,No,No Travel,Sales,22,3,Life Sciences,301,2,Male,4,3,Manager,2,Divorced,7,Unknown,3,2,1,6,2,7,6,2,1988,100071.84,No
301,29,No,Travel Frequently,Sales,2,2,Other,302,2,Female,3,2,Sales Executive,4,Single,1,Unknown,3,1,0,3,3,10,0,9,1994,53914.11,Sí
302,55,No,Travel Rarely,Research & Development,20,2,Technical Degree,303,2,Female,3,2,Laboratory Technician,4,Married,3,Unknown,3,4,1,4,3,10,0,8,1968,53914.11,Sí
303,26,Yes,Travel Rarely,Sales,45,4,Other,304,4,Female,2,2,Sales Executive,4,Single,1,Unknown,3,2,0,0,3,8,7,4,1997,58280.04,Sí
304,31,No,Travel Rarely,Sales,7,3,Technical Degree,305,2,Female,4,2,Sales Executive,4,Unknown,4,Unknown,3,2,1,3,2,8,7,7,1992,53914.11,Sí
305,43,No,Travel Frequently,Research & Development,10,4,Life Sciences,306,3,Male,3,1,Laboratory Technician,4,Unknown,0,No,3,1,0,5,3,8,1,7,1980,24550.0,Sí
306,31,No,Travel Rarely,Sales,13,3,Marketing,307,4,Female,3,2,Sales Executive,4,Unknown,4,Unknown,3,4,3,3,3,7,1,7,1992,53914.11,Sí
307,32,No,No Travel,Research & Development,2,4,Medical,308,1,Male,4,2,Research Scientist,4,Single,7,Unknown,3,3,0,0,2,7,0,7,1991,50550.0,Sí
308,33,No,No Travel,Sales,10,3,Other,309,2,Female,2,2,Sales Executive,4,Unknown,3,No,3,3,0,6,2,7,0,1,1990,46820.04,No
309,43,No,Travel Frequently,Research & Development,10,4,Life Sciences,310,3,Male,2,2,Laboratory Technician,3,Divorced,1,No,3,2,1,3,4,9,0,0,1980,52570.0,No
310,29,Yes,Travel Rarely,Research & Development,8,4,Other,311,2,Female,1,1,Laboratory Technician,1,Unknown,1,Unknown,3,4,0,4,2,7,0,7,1994,21189.96,No
311,27,No,No Travel,Sales,8,4,Other,312,2,Male,3,2,Sales Executive,2,Unknown,1,No,3,1,1,3,3,8,0,7,1996,53914.11,No
312,29,No,Travel Rarely,Sales,10,1,Other,313,4,Male,2,2,Sales Executive,2,Divorced,1,Yes,3,1,2,2,3,7,1,7,1994,53914.11,No
313,37,No,No Travel,Research & Development,6,3,Medical,314,3,Female,4,2,Research Scientist,1,Divorced,4,Unknown,3,1,2,2,3,7,6,7,1986,59740.0,No
314,26,No,Travel Rarely,Sales,1,3,Other,315,3,Female,3,2,Sales Executive,3,Unknown,1,Unknown,3,2,1,3,3,8,7,7,1997,53914.11,Sí
315,40,No,Travel Rarely,Research & Development,10,4,Life Sciences,316,4,Male,4,1,Laboratory Technician,3,Married,3,Yes,3,3,1,3,3,7,1,7,1983,28111.08,Sí
316,41,Yes,No Travel,Sales,4,3,Other,317,1,Female,3,2,Sales Executive,2,Unknown,1,No,3,3,0,5,3,8,7,7,1982,53914.11,No
317,51,No,Travel Rarely,Sales,14,2,Other,318,3,Male,3,2,Sales Executive,4,Unknown,4,No,3,3,1,2,2,7,0,7,1972,53914.08,Sí
318,37,No,No Travel,Research & Development,14,3,Other,319,4,Male,3,1,Laboratory Technician,1,Unknown,1,No,3,3,1,2,2,18,12,17,1986,30340.0,No
319,56,No,No Travel,Sales,6,3,Life Sciences,320,3,Male,4,4,Sales Executive,1,Married,9,No,3,4,3,0,2,7,7,7,1967,132120.0,Sí
320,41,No,Travel Rarely,Sales,1,3,Marketing,321,2,Female,4,3,Sales Executive,1,Married,1,Unknown,3,3,1,2,3,10,0,7,1982,83920.0,Sí
321,46,No,No Travel,Research & Development,18,3,Medical,322,3,Male,3,2,Manufacturing Director,3,Unknown,2,No,3,3,1,5,2,10,0,8,1977,53914.11,No
322,30,No,No Travel,Research & Development,2,3,Other,323,3,Male,3,1,Laboratory Technician,4,Single,0,Unknown,3,3,0,2,2,11,6,7,1993,28111.13,No
323,35,No,Travel Rarely,Research & Development,16,3,Life Sciences,324,4,Female,3,3,Healthcare Representative,3,Unknown,4,Yes,3,3,0,2,3,8,0,0,1988,100071.84,No
324,48,No,Travel Rarely,Sales,2,5,Other,325,2,Male,3,2,Sales Executive,4,Married,2,No,3,1,1,2,3,9,6,7,1975,40510.0,Sí
