,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
135,49,No,Travel Rarely,763.8015873015873,Research & Development,8,2,Other,136,1,Male,3,3,Laboratory Technician,2,Married,6169.17,16039.83,4,Unknown,11,3,1,3,26,1,7,1974,74030.0,No
136,35,No,Unknown,1032.4872861766066,Sales,21,4,Unknown,137,21,Female,3,3,Sales Executive,4,Unknown,4492.84,21682.23,6,Unknown,13,2,1,2,10,0,8,1988,100071.84,No
137,38,No,Travel Rarely,910.3095238095236,Research & Development,17,1,Life Sciences,138,3,Male,2,3,Healthcare Representative,3,Married,7352.5,19116.5,0,Unknown,18,1,1,4,19,1,9,1985,88230.0,No
138,46,No,Unknown,1582.7713464696226,Sales,3,1,Marketing,139,1,Female,3,4,Manager,3,Married,12783.92,33238.2,3,No,12,4,1,3,12,4,9,1977,153407.07,No
139,36,No,No Travel,556.2566609977324,Research & Development,18,4,Unknown,140,1,Female,3,2,Manufacturing Director,4,Single,4492.84,11681.39,2,Unknown,20,1,0,0,11,0,9,1987,53914.11,No
140,42,Yes,Travel Frequently,1582.7713464696226,Sales,15,3,Life Sciences,141,15,Female,3,4,Sales Executive,1,Single,4492.84,33238.2,0,Unknown,12,2,0,2,21,13,14,1981,153407.07,Sí
141,34,No,Travel Frequently,556.2566609977324,Research & Development,1,3,Unknown,142,4,Female,2,2,Healthcare Representative,1,Single,4492.84,11681.39,0,No,20,3,0,3,13,4,9,1989,53914.11,Sí
142,30,No,Travel Rarely,369.2619047619048,Research & Development,1,3,Medical,143,4,Female,3,1,Research Scientist,2,Unknown,2982.5,7754.5,0,Yes,21,1,1,2,11,5,7,1993,35790.0,Sí
143,54,No,Travel Rarely,1834.3412698412696,Research & Development,3,3,Life Sciences,144,4,Female,3,4,Research Director,4,Married,14815.83,38521.17,3,No,14,1,0,2,10,0,9,1969,177790.0,Sí
144,31,No,Travel Rarely,556.2566609977324,Research & Development,24,3,Medical,145,3,Male,2,2,Healthcare Representative,1,Single,4492.84,11681.39,1,No,19,2,0,2,10,1,8,1992,53914.11,No
145,44,No,Unknown,1879.119047619048,Sales,5,3,Unknown,146,2,Female,3,5,Manager,2,Married,15177.5,39461.5,7,No,11,3,1,5,22,3,10,1979,182130.0,Sí
146,55,No,No Travel,1400.8015873015877,Research & Development,8,1,Unknown,147,4,Female,2,4,Healthcare Representative,2,Divorced,4492.84,29416.83,1,Yes,15,4,1,3,33,15,0,1968,135770.0,No
147,44,No,Travel Rarely,1979.920634920635,Sales,4,2,Life Sciences,148,3,Female,4,5,Manager,1,Divorced,15991.67,41578.33,1,No,14,4,2,4,25,14,13,1979,191900.0,No
148,34,No,Travel Frequently,556.2566609977324,Human Resources,11,3,Life Sciences,149,3,Female,2,2,Human Resources,2,Unknown,4492.84,11681.39,4,No,11,4,2,5,10,1,8,1989,53914.11,Sí
149,39,No,Unknown,1766.65873015873,Sales,13,4,Unknown,150,3,Male,2,4,Manager,2,Divorced,4492.84,37099.83,6,Yes,13,4,2,4,19,15,2,1984,171230.0,No
150,55,No,Travel Rarely,1979.6111111111115,Sales,2,2,Medical,151,4,Male,1,5,Manager,3,Unknown,15989.17,41571.83,4,Unknown,14,4,1,5,19,9,11,1968,191870.0,Sí
151,51,No,Unknown,1582.7713464696226,Sales,5,3,Life Sciences,152,3,Female,3,4,Manager,2,Unknown,12783.92,33238.2,1,Unknown,11,2,1,2,33,0,10,1972,153407.07,Sí
152,58,Yes,Unknown,1032.571428571429,Research & Development,14,4,Medical,153,14,Male,2,3,Manufacturing Director,1,Married,8340.0,21684.0,7,Unknown,14,4,0,0,10,5,9,1965,53914.11,Sí
153,48,No,Unknown,1032.4872861766066,Research & Development,4,3,Life Sciences,154,4,Female,3,3,Manufacturing Director,4,Single,8339.32,21682.23,1,No,11,3,0,2,10,0,8,1975,100071.84,Sí
154,29,No,Travel Rarely,824.1587301587302,Human Resources,17,3,Unknown,155,2,Female,2,3,Human Resources,1,Single,6656.67,17307.33,1,Unknown,13,1,0,3,10,0,9,1994,79880.0,No
155,34,No,Unknown,556.2566609977324,Sales,3,3,Other,156,4,Female,1,2,Sales Executive,1,Single,4492.84,11681.39,3,No,18,4,0,2,13,3,12,1989,53914.11,Sí
156,42,No,Travel Frequently,290.03550973654063,Research & Development,9,2,Unknown,157,1,Male,3,1,Laboratory Technician,4,Unknown,2342.59,6090.75,1,Unknown,13,3,0,3,12,5,8,1981,53914.11,Sí
157,57,No,Travel Rarely,556.2566609977324,Research & Development,1,2,Life Sciences,158,2,Female,4,2,Research Scientist,3,Married,4492.84,11681.39,0,No,24,1,1,2,12,2,8,1966,53914.11,Sí
158,34,Yes,Travel Rarely,556.2566609977324,Sales,24,4,Unknown,159,1,Male,2,2,Sales Executive,2,Single,4492.84,11681.39,0,Yes,23,3,0,2,15,10,10,1989,53914.11,No
159,54,No,Travel Frequently,1582.7713464696226,Sales,11,4,Medical,160,2,Male,3,4,Manager,4,Unknown,12783.92,33238.2,3,No,20,1,1,2,14,1,12,1969,53914.11,Sí
160,34,No,Travel Rarely,730.7857142857142,Sales,1,3,Unknown,161,4,Female,2,3,Sales Executive,3,Unknown,5902.5,15346.5,1,Unknown,14,4,0,3,10,8,6,1989,70830.0,No
161,29,No,Unknown,487.2936507936508,Research & Development,3,1,Medical,162,2,Female,3,1,Laboratory Technician,1,Single,3935.83,10233.17,1,Unknown,18,4,0,3,10,1,5,1994,53914.11,Sí
162,35,No,Travel Rarely,351.51587301587307,Research & Development,28,3,Life Sciences,163,2,Female,4,2,Laboratory Technician,3,Unknown,2839.17,7381.83,1,Unknown,17,4,2,3,10,6,8,1988,34070.0,Sí
163,35,Yes,Unknown,556.2566609977324,Sales,12,4,Other,164,4,Female,3,2,Sales Executive,4,Unknown,4492.84,11681.39,3,Unknown,24,1,0,2,11,6,7,1988,53914.11,Sí
164,34,No,Travel Rarely,302.1984126984127,Research & Development,19,3,Life Sciences,165,2,Male,2,1,Research Scientist,4,Married,2440.83,6346.17,1,No,12,2,0,3,10,8,7,1989,29290.0,Sí
165,43,No,Unknown,556.2566609977324,Sales,2,3,Unknown,166,4,Female,3,2,Sales Executive,4,Unknown,4492.84,11681.39,1,Yes,17,1,1,3,10,8,8,1980,53914.11,No
166,58,No,No Travel,1582.7713464696226,Sales,2,3,Medical,167,2,Female,3,4,Manager,2,Divorced,12783.92,33238.2,4,No,22,4,1,0,16,14,14,1965,153407.07,Sí
167,36,No,Travel Rarely,556.2566609977324,Sales,14,4,Unknown,168,14,Male,2,2,Sales Executive,3,Married,4492.84,11681.39,1,Yes,13,1,1,4,10,1,7,1987,53914.11,No
168,43,No,Travel Rarely,1032.4872861766066,Research & Development,11,3,Life Sciences,169,1,Female,3,3,Healthcare Representative,3,Married,8339.32,21682.23,1,Unknown,17,2,1,1,10,0,9,1980,100071.84,Sí
169,55,No,Unknown,1973.9841269841268,Sales,26,4,Human Resources,170,3,Female,4,5,Manager,2,Married,4492.84,41453.67,4,Yes,18,1,1,0,10,1,4,1968,191324.62,Sí
170,42,No,Unknown,556.2566609977324,Research & Development,23,2,Unknown,171,4,Female,2,2,Research Scientist,3,Single,4492.84,11681.39,1,Unknown,12,4,0,2,20,3,7,1981,53914.11,Sí
171,40,No,Unknown,556.2566609977324,Research & Development,11,3,Technical Degree,172,4,Male,3,2,Laboratory Technician,3,Married,4492.84,11681.39,1,Unknown,11,1,1,2,10,9,4,1983,53914.11,Sí
172,56,Yes,Unknown,290.03550973654063,Research & Development,7,2,Technical Degree,173,4,Female,3,1,Laboratory Technician,3,Married,4492.84,6090.75,8,No,11,4,1,4,10,9,8,1967,28111.13,Sí
173,39,No,Travel Rarely,1241.2936507936508,Sales,33,1,Marketing,174,33,Male,2,4,Sales Executive,4,Unknown,10025.83,26067.17,0,Unknown,11,1,1,2,20,9,6,1984,120310.0,Sí
174,53,No,Travel Rarely,1591.6746031746031,Sales,2,4,Life Sciences,175,1,Male,2,4,Manager,4,Married,12855.83,33425.17,2,No,16,3,0,3,25,3,7,1970,154270.0,Sí
175,27,No,Travel Frequently,1032.4872861766066,Sales,8,3,Unknown,176,4,Female,3,3,Sales Executive,3,Single,8339.32,21682.23,1,No,15,4,0,0,9,1,7,1996,53914.11,No
176,30,No,Travel Frequently,556.2566609977324,Research & Development,1,2,Unknown,177,3,Male,3,2,Laboratory Technician,4,Unknown,4492.84,11681.39,1,Unknown,23,4,0,2,12,3,7,1993,53914.11,Sí
177,35,No,Unknown,1032.4872861766066,Sales,18,5,Life Sciences,178,2,Female,3,3,Sales Executive,1,Married,8339.32,21682.23,1,Unknown,22,4,1,3,9,1,8,1988,53914.11,Sí
178,32,No,Travel Rarely,635.7619047619048,Research & Development,1,3,Medical,179,1,Female,3,2,Manufacturing Director,4,Married,5135.0,13351.0,1,Yes,22,2,1,3,9,7,8,1991,61620.0,Sí
179,30,No,Travel Rarely,528.8730158730159,Research & Development,1,1,Life Sciences,180,4,Female,2,2,Laboratory Technician,4,Married,4271.67,11106.33,1,Unknown,12,3,2,1,10,3,0,1993,51260.0,No
180,46,Yes,Unknown,992.436507936508,Sales,9,2,Medical,181,3,Female,2,3,Sales Executive,4,Unknown,8015.83,20841.17,1,No,16,4,0,3,9,4,7,1977,96190.0,No
181,30,No,Travel Rarely,556.2566609977324,Sales,4,2,Unknown,182,3,Male,2,2,Sales Executive,2,Unknown,4492.84,11681.39,1,Yes,12,2,3,4,11,2,7,1993,53914.11,No
182,32,No,Unknown,516.9047619047619,Sales,6,4,Unknown,183,2,Female,3,2,Sales Executive,3,Single,4175.0,10855.0,1,No,16,1,0,0,11,5,7,1991,53914.11,Sí
183,35,No,Travel Rarely,1032.4872861766066,Sales,37,5,Marketing,184,3,Female,3,3,Sales Executive,2,Married,8339.32,21682.23,1,Unknown,13,1,2,3,10,0,6,1988,100071.84,No
184,32,No,Unknown,1032.4872861766066,Sales,8,3,Marketing,185,2,Male,3,3,Sales Executive,4,Single,8339.32,21682.23,1,Unknown,14,4,0,2,9,3,7,1991,100071.84,Sí
185,41,No,Travel Rarely,290.03550973654063,Research & Development,34,3,Life Sciences,186,1,Female,3,1,Research Scientist,3,Divorced,4492.84,6090.75,4,No,12,1,1,2,9,1,8,1982,28111.13,Sí
186,40,No,Travel Rarely,1963.7222222222224,Sales,4,1,Medical,187,4,Male,3,5,Manager,3,Unknown,15860.83,41238.17,1,No,14,2,1,2,20,9,9,1983,190330.0,No
187,45,No,Unknown,1582.7713464696226,Sales,2,2,Unknown,188,1,Female,2,4,Manager,4,Married,12783.92,33238.2,9,No,23,4,1,1,20,11,8,1978,53914.11,Sí
188,32,Yes,Travel Rarely,1073.015873015873,Sales,4,4,Unknown,189,4,Female,1,3,Sales Executive,4,Married,8666.67,22533.33,1,No,11,3,0,2,14,9,8,1991,104000.0,No
189,30,No,No Travel,1032.4872861766066,Research & Development,1,1,Life Sciences,190,3,Female,2,3,Manufacturing Director,3,Unknown,8339.32,21682.23,1,No,22,3,0,2,11,5,8,1993,100071.84,Sí
190,37,No,Unknown,1032.4872861766066,Research & Development,11,3,Unknown,191,2,Female,3,3,Research Director,4,Unknown,4492.84,21682.23,1,Unknown,14,3,3,1,10,0,7,1986,100071.84,Sí
191,37,No,Unknown,288.1666666666667,Sales,4,4,Unknown,192,1,Female,3,1,Sales Representative,4,Divorced,2327.5,6051.5,4,No,17,3,1,2,9,5,8,1986,53914.11,No
192,40,No,Unknown,556.2566609977324,Research & Development,24,2,Technical Degree,193,1,Female,3,2,Research Scientist,4,Unknown,4492.84,11681.39,1,No,17,1,2,3,9,4,7,1983,53914.11,No
193,36,No,No Travel,585.4126984126984,Research & Development,24,4,Unknown,194,2,Male,3,2,Laboratory Technician,2,Married,4728.33,12293.67,7,Unknown,15,3,1,3,9,0,8,1987,56740.0,Sí
194,32,No,Travel Rarely,556.2566609977324,Sales,7,3,Life Sciences,195,4,Female,2,2,Sales Executive,3,Married,4492.84,11681.39,1,Unknown,14,3,1,3,13,4,8,1991,53914.11,Sí
195,38,No,Unknown,1032.4872861766066,Research & Development,25,2,Life Sciences,196,1,Male,2,3,Research Director,2,Unknown,4492.84,21682.23,3,Unknown,17,3,1,2,10,0,1,1985,100071.84,Sí
196,30,No,Travel Rarely,556.2566609977324,Research & Development,28,2,Unknown,197,4,Male,3,2,Research Scientist,4,Married,4492.84,11681.39,1,No,13,4,2,2,10,1,9,1993,53914.11,Sí
197,39,No,Unknown,1980.642857142857,Sales,1,1,Unknown,198,2,Female,3,5,Manager,3,Unknown,4492.84,41593.5,1,Unknown,14,3,1,3,21,1,6,1984,191970.0,Sí
198,60,No,Unknown,1973.9841269841268,Sales,7,3,Life Sciences,199,1,Male,3,5,Manager,1,Unknown,15943.72,41453.67,5,No,11,4,0,5,29,11,10,1963,191324.62,Sí
199,30,No,Unknown,867.9047619047619,Sales,22,4,Other,200,3,Male,3,3,Sales Executive,1,Unknown,7010.0,18226.0,0,Unknown,11,3,0,3,9,7,8,1993,84120.0,Sí
200,31,No,Travel Rarely,1032.4872861766066,Research & Development,9,1,Unknown,201,3,Female,3,3,Manufacturing Director,2,Divorced,8339.32,21682.23,1,No,25,4,1,6,13,0,8,1992,100071.84,Sí
201,33,Yes,Unknown,345.42857142857144,Research & Development,3,3,Life Sciences,202,1,Female,3,1,Research Scientist,1,Single,2790.0,7254.0,1,Yes,11,1,0,3,10,9,7,1990,33480.0,No
202,50,No,Unknown,290.03550973654063,Research & Development,28,1,Medical,203,4,Female,4,1,Laboratory Technician,3,Married,2342.59,6090.75,1,Yes,11,3,3,3,20,3,8,1973,53914.11,Sí
203,32,No,Unknown,547.7539682539682,Research & Development,24,4,Life Sciences,204,1,Female,3,2,Laboratory Technician,4,Unknown,4424.17,11502.83,1,No,15,4,2,2,10,4,7,1991,53090.0,Sí
204,42,No,Unknown,556.2566609977324,Research & Development,29,3,Unknown,205,2,Female,3,2,Manufacturing Director,2,Unknown,4492.84,11681.39,1,Unknown,13,4,1,3,9,7,8,1981,53914.11,Sí
205,49,Yes,Unknown,789.6984126984128,Sales,11,3,Marketing,206,3,Male,3,3,Sales Executive,4,Married,6378.33,16583.67,1,No,18,1,2,3,9,7,7,1974,76540.0,No
206,27,No,Unknown,1321.4603174603176,Research & Development,5,1,Unknown,207,3,Female,2,3,Research Director,4,Divorced,10673.33,27750.67,1,Unknown,16,2,1,3,9,0,8,1996,128080.0,Sí
207,33,No,Travel Rarely,556.2566609977324,Sales,1,3,Medical,208,1,Female,4,2,Sales Executive,1,Divorced,4492.84,11681.39,1,Unknown,22,1,1,5,9,0,8,1990,53914.11,Sí
208,52,No,Unknown,1582.7713464696226,Research & Development,26,4,Unknown,209,3,Male,2,4,Manufacturing Director,4,Married,12783.92,33238.2,3,No,22,3,0,3,9,0,0,1971,153407.07,No
209,32,No,Unknown,556.2566609977324,Sales,5,2,Life Sciences,210,2,Female,3,2,Sales Executive,2,Unknown,4492.84,11681.39,1,No,14,4,1,3,10,5,3,1991,53914.11,Sí
210,36,No,Unknown,679.5079365079365,Research & Development,14,1,Life Sciences,211,3,Female,3,2,Healthcare Representative,4,Unknown,5488.33,14269.67,0,Unknown,17,1,1,2,16,4,11,1987,65860.0,No
211,31,No,No Travel,556.2566609977324,Sales,20,2,Unknown,212,4,Male,3,2,Sales Executive,3,Unknown,4492.84,11681.39,1,Unknown,13,4,1,2,9,0,0,1992,53914.11,No
212,36,No,Travel Rarely,259.8968253968254,Research & Development,2,4,Medical,213,3,Female,3,1,Laboratory Technician,3,Single,2099.17,5457.83,4,No,21,3,0,6,11,3,9,1987,25190.0,Sí
213,52,No,Unknown,1764.1825396825398,Sales,1,2,Life Sciences,214,4,Female,3,4,Manager,4,Married,4492.84,37047.83,2,Unknown,15,2,1,2,9,7,8,1971,170990.0,Sí
214,33,No,No Travel,1582.7713464696226,Sales,17,3,Unknown,215,4,Female,3,4,Manager,3,Single,12783.92,33238.2,1,Unknown,11,4,0,2,10,6,0,1990,153407.07,No
215,45,No,No Travel,556.2566609977324,Research & Development,23,2,Life Sciences,216,4,Female,3,2,Laboratory Technician,1,Unknown,4492.84,11681.39,1,Yes,15,3,1,2,9,0,8,1978,53914.11,Sí
216,36,No,Travel Rarely,1032.4872861766066,Research & Development,12,5,Unknown,217,4,Male,2,3,Manufacturing Director,4,Unknown,8339.32,21682.23,0,Unknown,11,2,0,2,14,7,8,1987,100071.84,Sí
217,49,No,Unknown,1353.6507936507935,Sales,8,4,Unknown,218,4,Female,2,4,Sales Executive,2,Unknown,10933.33,28426.67,6,Unknown,17,2,1,3,9,2,3,1974,131200.0,No
218,29,Yes,Unknown,1032.4872861766066,Sales,23,1,Unknown,219,4,Male,2,3,Sales Executive,1,Unknown,8339.32,21682.23,1,Unknown,13,1,1,3,11,3,10,1994,100071.84,Sí
219,29,No,Unknown,323.03968253968253,Research & Development,6,1,Unknown,220,2,Male,3,1,Laboratory Technician,4,Married,2609.17,6783.83,1,Unknown,13,1,1,5,10,0,8,1994,53914.11,No
220,37,No,Unknown,556.2566609977324,Research & Development,1,3,Life Sciences,221,4,Male,2,2,Manufacturing Director,4,Married,4492.84,11681.39,1,Unknown,13,2,1,2,14,3,11,1986,53914.11,Sí
221,33,No,Travel Rarely,1032.4872861766066,Sales,10,5,Unknown,222,4,Female,4,3,Sales Executive,3,Unknown,4492.84,21682.23,0,Unknown,14,4,2,3,9,0,8,1990,100071.84,Sí
222,34,No,Travel Frequently,458.50793650793656,Research & Development,19,3,Medical,223,3,Male,3,2,Laboratory Technician,2,Divorced,4492.84,9628.67,4,No,13,3,2,2,11,5,10,1989,44440.0,Sí
223,28,No,No Travel,688.5873015873016,Research & Development,1,3,Unknown,224,3,Male,1,2,Laboratory Technician,4,Married,5561.67,14460.33,0,No,11,1,3,6,9,7,5,1995,53914.11,Sí
224,31,No,No Travel,1016.4761904761906,Sales,2,4,Unknown,225,4,Male,3,3,Sales Executive,3,Unknown,4492.84,21346.0,1,Yes,19,1,1,5,10,9,6,1992,98520.0,Sí
225,42,No,No Travel,1842.801587301588,Sales,2,1,Life Sciences,226,3,Female,3,4,Manager,3,Unknown,14884.17,38698.83,0,Yes,13,4,0,3,20,2,10,1981,178610.0,No
226,40,No,Travel Rarely,556.2566609977324,Research & Development,2,3,Life Sciences,227,3,Female,3,2,Research Scientist,4,Single,4492.84,11681.39,1,Unknown,13,3,0,4,9,8,8,1983,53914.11,Sí
227,34,No,Unknown,556.2566609977324,Sales,15,2,Medical,228,3,Male,3,2,Sales Executive,1,Single,4492.84,11681.39,1,Unknown,12,4,0,6,10,9,6,1989,53914.11,Sí
228,58,No,Travel Rarely,1973.9841269841268,Research & Development,1,3,Unknown,229,4,Male,3,5,Research Director,1,Unknown,4492.84,41453.67,3,Unknown,21,3,1,3,9,1,5,1965,191324.62,No
229,31,Yes,Travel Frequently,768.2380952380953,Research & Development,1,5,Unknown,230,3,Male,4,3,Manufacturing Director,2,Unknown,6205.0,16133.0,1,Unknown,11,1,0,2,10,4,7,1992,53914.11,Sí
230,40,No,No Travel,1419.373015873016,Research & Development,8,1,Unknown,231,4,Female,2,3,Research Director,2,Unknown,11464.17,29806.83,2,No,11,3,1,5,9,4,8,1983,137570.0,Sí
231,53,No,Unknown,1712.4920634920634,Research & Development,2,3,Medical,232,4,Female,4,4,Research Director,2,Single,13831.67,35962.33,4,No,12,2,0,2,9,8,8,1970,165980.0,Sí
232,34,No,Unknown,1582.7713464696226,Research & Development,15,3,Unknown,233,2,Female,3,4,Research Director,1,Unknown,12783.92,33238.2,7,Unknown,14,4,2,3,14,6,9,1989,153407.07,Sí
233,35,No,Travel Rarely,1032.4872861766066,Research & Development,16,3,Life Sciences,234,4,Male,2,3,Healthcare Representative,2,Single,8339.32,21682.23,1,No,19,4,0,3,11,3,3,1988,53914.11,Sí
234,37,No,Unknown,442.1031746031746,Research & Development,13,3,Unknown,235,1,Female,3,2,Research Scientist,4,Married,4492.84,9284.17,1,Unknown,17,1,0,2,10,3,7,1986,42850.0,Sí
235,42,No,Travel Frequently,1044.5396825396826,Research & Development,2,3,Unknown,236,4,Female,3,3,Healthcare Representative,4,Unknown,4492.84,21935.33,2,Yes,14,3,1,3,20,13,9,1981,101240.0,Sí
236,45,No,Unknown,1032.4872861766066,Research & Development,1,4,Unknown,237,1,Female,3,3,Healthcare Representative,2,Divorced,8339.32,21682.23,1,Unknown,12,1,3,4,10,7,7,1978,100071.84,Sí
237,30,Yes,Travel Rarely,1002.2380952380952,Sales,1,3,Unknown,238,2,Female,2,2,Sales Executive,1,Married,4492.84,21047.0,1,No,11,4,1,4,10,6,7,1993,97140.0,Sí
238,38,No,Travel Rarely,1023.904761904762,Sales,14,3,Life Sciences,239,3,Female,3,2,Sales Executive,2,Married,4492.84,21502.0,0,Unknown,11,4,1,3,9,7,7,1985,99240.0,Sí
239,50,No,Unknown,1160.1984126984128,Research & Development,20,5,Medical,240,2,Female,3,4,Healthcare Representative,3,Unknown,4492.84,24364.17,2,Unknown,15,3,1,3,30,12,13,1973,112450.0,No
240,39,No,Travel Rarely,316.6428571428572,Research & Development,3,2,Unknown,241,3,Female,2,2,Laboratory Technician,3,Unknown,2557.5,6649.5,0,Unknown,15,4,1,3,10,0,7,1984,53914.11,Sí
241,34,No,Travel Rarely,556.2566609977324,Research & Development,3,3,Unknown,242,4,Male,3,2,Research Scientist,2,Unknown,4492.84,11681.39,1,No,12,3,1,2,11,7,9,1989,53914.11,Sí
242,54,No,Travel Rarely,1582.7713464696226,Sales,22,5,Unknown,243,2,Male,3,4,Manager,3,Unknown,4492.84,33238.2,3,Unknown,25,3,1,6,10,4,7,1969,153407.07,Sí
243,41,No,Travel Rarely,953.436507936508,Sales,6,3,Marketing,244,4,Female,3,3,Sales Executive,3,Unknown,7700.83,20022.17,1,No,12,2,0,3,10,8,7,1982,92410.0,No
244,39,No,Unknown,667.7460317460317,Research & Development,1,3,Life Sciences,245,4,Female,3,2,Laboratory Technician,4,Married,5393.33,14022.67,1,Unknown,15,4,1,2,9,5,8,1984,64720.0,Sí
245,40,No,Travel Rarely,1973.9841269841268,Sales,7,4,Unknown,246,2,Female,3,5,Manager,2,Unknown,15943.72,41453.67,1,No,14,2,0,3,21,12,8,1983,191324.62,No
246,33,No,Unknown,315.1984126984127,Research & Development,4,3,Technical Degree,247,4,Female,3,2,Research Scientist,2,Unknown,4492.84,6619.17,5,No,15,4,2,2,9,1,7,1990,30550.0,Sí
247,36,No,Unknown,858.5158730158731,Research & Development,10,3,Life Sciences,248,4,Female,3,3,Healthcare Representative,1,Unknown,6934.17,18028.83,7,Unknown,13,4,1,1,12,5,7,1987,83210.0,No
248,33,No,Unknown,324.2777777777778,Research & Development,8,4,Life Sciences,249,4,Female,4,1,Research Scientist,1,Married,4492.84,6809.83,6,No,19,2,1,1,10,7,6,1990,31430.0,Sí
249,34,No,Travel Rarely,556.2566609977324,Sales,8,2,Unknown,250,2,Female,4,2,Sales Executive,3,Unknown,4492.84,11681.39,1,No,21,3,2,5,10,4,8,1989,53914.11,No
250,29,No,Travel Frequently,290.03550973654063,Research & Development,46,1,Medical,251,4,Female,3,1,Laboratory Technician,4,Married,2342.59,6090.75,1,No,13,2,0,3,11,3,10,1994,28111.13,No
251,46,No,Travel Rarely,885.0317460317461,Research & Development,2,2,Life Sciences,252,4,Female,3,3,Manufacturing Director,4,Divorced,7148.33,18585.67,3,Unknown,14,3,1,4,9,4,7,1977,85780.0,Sí
252,27,No,Travel Rarely,556.2566609977324,Sales,23,1,Medical,253,2,Male,2,2,Sales Representative,3,Married,4492.84,11681.39,1,No,21,4,1,5,9,5,8,1996,53914.11,No
253,31,No,Unknown,433.0238095238095,Research & Development,36,3,Life Sciences,254,2,Female,3,2,Laboratory Technician,3,Divorced,3497.5,9093.5,1,No,11,1,1,2,10,0,2,1992,53914.11,No
254,45,No,Travel Rarely,556.2566609977324,Research & Development,25,2,Life Sciences,255,2,Male,2,2,Manufacturing Director,4,Unknown,4492.84,11681.39,0,No,13,4,2,2,9,3,8,1978,53914.11,Sí
255,34,No,Travel Rarely,1020.1904761904764,Sales,1,3,Marketing,256,1,Female,3,3,Sales Executive,4,Unknown,8240.0,21424.0,1,No,21,1,0,3,14,2,1,1989,98880.0,No
256,31,No,Unknown,556.2566609977324,Research & Development,1,3,Life Sciences,257,4,Female,1,2,Research Scientist,1,Married,4492.84,11681.39,1,Unknown,21,2,0,6,10,8,7,1992,53914.11,Sí
257,35,No,Unknown,556.2566609977324,Sales,7,4,Unknown,258,3,Male,3,2,Sales Executive,4,Unknown,4492.84,11681.39,1,Yes,11,4,0,2,10,0,9,1988,53914.11,No
258,39,No,Travel Rarely,1376.452380952381,Sales,15,4,Marketing,259,2,Female,3,4,Sales Executive,1,Single,4492.84,28905.5,0,No,12,1,0,3,20,11,10,1984,133410.0,No
259,40,No,Travel Rarely,585.7222222222222,Sales,2,2,Marketing,260,2,Male,3,2,Sales Executive,2,Married,4730.83,12300.17,3,No,14,3,1,4,11,5,10,1983,53914.11,Sí
260,30,No,Travel Rarely,290.03550973654063,Research & Development,1,2,Medical,261,4,Female,3,1,Laboratory Technician,2,Married,2342.59,6090.75,1,No,13,3,0,6,12,1,7,1993,53914.11,No
